-5.698450952891542798e+00,9.341147389514203425e+00,5.951296619106814845e+00
-3.923217947091102165e+00,-1.058589696369295119e+01,7.923679862893632908e+00
-3.735428259245553217e+00,6.960767043191324888e+00,9.814862329904933347e+00
-2.554076802028075299e+00,-2.910789716150126161e+00,3.835002127620975809e+00
1.110979522497035710e+01,6.412414609012731859e+00,5.605157510849491764e+00
9.793283403278818966e+00,9.456432362557642080e+00,4.735345134977262838e+00
-3.390596788028900743e+00,9.482621736257339506e-01,7.618108253357595672e+00
7.723221706243463380e+00,6.540620036777482937e+00,4.313407946396964121e+00
8.123340119612562304e+00,8.406943815508158835e+00,5.715603038247230927e+00
7.783562827808748530e+00,8.113560907461410565e+00,6.841457458240952860e+00
-6.727540137927464414e+00,-1.156306709419019185e+01,1.060321531587807797e+01
1.017593858925441097e+01,8.278040426030058185e+00,7.069092026739474122e+00
-3.830027762146637649e+00,1.207673399497681288e+01,8.885625557026763488e+00
-2.820044642466434937e+00,-1.340196978091532998e+01,5.525001120921597675e+00
8.857953134516835192e+00,9.297444424908418270e+00,5.603637019992974366e+00
-3.414197228033382103e-01,9.199411174308751882e+00,1.131981233384392382e+01
-4.222370797954897448e+00,-6.988365494682444279e+00,1.568750065646381131e+01
-6.924380857646797338e+00,-7.561785186144634352e+00,4.248738634568445249e+00
7.662345546446170275e+00,8.604150346073387468e+00,5.271073824787300133e+00
8.642459760340505781e+00,8.548443608479578515e+00,6.366759695328196855e-01
-9.930374407447135621e-01,6.032311073274728486e+00,9.137760077939514503e+00
9.397568473581435100e+00,6.718857733505985586e+00,4.559328883733936522e+00
-9.652379856483144227e-01,7.330247427704327023e+00,6.657925279575230171e+00
-7.308908215413045362e+00,-3.908072940209391000e+00,4.280063578623233944e+00
3.516906328516194336e+00,-1.705594655782175906e+01,4.512726018972260889e+00
-3.517145498498570610e+00,8.165827972880396857e+00,6.905565933021173386e+00
1.067757859263543274e+01,6.887160729172011386e+00,3.235904399469891501e+00
1.280457258260335074e+00,-1.083154542247963192e+01,1.107751104070845471e+01
9.461788753713735289e+00,9.171704201570861414e+00,6.400283175006428849e+00
9.964947278885901483e+00,8.891816594945600727e+00,5.749093574254389161e+00
-4.695981743850224710e+00,-1.174222747521549337e+01,7.663932082912877419e+00
-5.957673370632362797e+00,-4.770346500182473193e+00,3.136555118936192876e+00
-4.060358905552313047e+00,7.209197858812464332e+00,9.560692467983450626e+00
-5.527314432285423962e+00,-5.258808129924618768e+00,3.737036247704494940e+00
-4.154493156135830034e+00,7.445431059827393838e+00,6.019065320206449243e+00
6.694357522193207899e+00,6.446107258953679420e+00,5.770423494791734775e+00
9.311992609380467911e+00,8.981795126950416375e+00,6.287004105064111670e+00
8.980015614453385808e+00,8.737679352159075208e+00,6.021796444472506948e+00
-1.119300254384298920e+00,-7.877494688384115484e+00,7.785150102144931417e+00
4.010112108248260476e-01,1.390952208662549161e+01,7.608682919236652964e+00
-9.445855068431450619e+00,-7.470957856601875946e+00,1.011051924228321219e+01
-3.794751218006023663e+00,7.382796662676154753e+00,9.647775081950708653e+00
-1.868361107923332209e+00,6.436598468267753503e+00,7.307336557457600357e+00
-4.195602552277088115e+00,4.314843694044853351e+00,1.287134518283863116e+01
-3.874768130792843213e+00,-9.529531287290252450e+00,7.218124533293721612e-01
-3.245973360883652514e+00,9.336128138657594278e+00,1.185251279748716158e+01
1.161847188167810518e+00,5.858821122126186332e+00,6.555880278983390319e+00
-1.650700570690051272e-01,1.015831377051027395e+01,1.006797583712008581e+01
9.859108618089772236e+00,9.642199087290332926e+00,5.205297665875224133e+00
-5.563926422327860166e+00,7.439859345582650718e+00,1.031880527976327322e+01
8.106829307543275576e+00,7.226535352312231986e+00,5.168262686462542277e+00
-4.822939197847334825e+00,-4.318847610596868059e+00,3.230041105451030958e+00
9.275110729072281401e+00,8.195379730868305401e+00,5.917717783556279976e+00
-3.733954138553309487e+00,3.536255287626229205e+00,1.146104959481654539e+01
-4.637831987859167171e+00,-1.287115111613755758e+01,5.993339745466714774e-01
9.107809478819486770e+00,7.446502880628731447e+00,3.406665322280024721e+00
-1.008554846176233788e+01,-1.038311922434461820e+01,1.045437907140278178e+01
8.553568759427413681e+00,6.884055982546191998e+00,3.810842658881617329e+00
-1.395992533534491153e+00,8.381292318191084334e+00,8.315759560760010771e+00
9.732813492570484115e+00,7.206168317899082076e+00,6.242491783580873310e+00
8.573572008703099101e+00,8.901277800983981692e+00,5.005232248216883839e+00
7.884701636941839453e+00,8.033561521605525613e+00,5.182805644512145093e+00
1.026460947379637290e+01,6.860734976064840396e+00,5.741807649619069309e+00
3.903183695033836997e+00,-2.650848125288715273e+00,1.813160422519255022e+00
-3.457514307707678647e+00,8.733069859278890235e+00,1.060908943185107489e+01
7.927675180389472942e+00,8.463510385476888942e+00,5.158751635985727724e+00
-2.258426056971320595e+00,-5.426346752860244926e+00,1.274835589741957165e+01
-2.279554226418603058e+00,8.213298388574205688e+00,1.000448573296612054e+01
-3.441347927340316915e+00,5.407966569143583868e+00,7.899187156627655249e+00
5.206407037278346195e+00,-7.674579771187099553e+00,6.952675462081342239e+00
-5.439915541630804263e+00,-4.600724426999917682e+00,6.404543662207228927e+00
-5.090165632033585297e+00,-1.352008050689493146e+01,8.319130870663922650e+00
9.350319704098334128e+00,8.297094972973400928e+00,4.143776636372366262e+00
-3.652110617831862527e+00,7.151500542815870887e+00,9.113243177052813948e+00
-5.708288460047794111e+00,-1.004237433617102937e+01,1.082784936958009148e+00
-5.221114555294638748e+00,7.835448247794501775e+00,6.129065043692449422e+00
-7.519450411788781707e-01,1.058468264620967680e+01,1.254272004121365747e+01
1.121694680033851732e+01,9.230401935163053295e+00,3.461268772181810505e+00
7.404704277709898363e+00,6.977642480419762983e+00,4.329847891715346009e+00
9.778044668182262811e+00,7.345066799657977263e+00,4.789243859765729638e+00
9.660915634111804096e+00,6.622899542191097666e+00,3.451832633376861637e+00
-8.822189349113100931e+00,1.180356396328443580e+00,1.073212725983288074e+01
9.191161329950158887e+00,7.943556331244953306e+00,4.475410525159785990e+00
-2.853953111583690916e+00,6.151027338055657268e+00,7.616528371714103685e+00
-2.519402666490587084e+00,8.524359683878692806e+00,8.310699060950256012e+00
-2.353828321378337307e-02,-1.233258605223688775e+01,8.383885478047853113e+00
-2.893578155221673942e+00,1.101081612520170872e+01,8.242361292528283201e+00
-2.786101091219715720e+00,-2.583231367471276130e+00,1.097330930564660711e+01
8.113237141759762849e+00,8.263157429972036283e+00,5.339641223447330276e+00
-3.884861550357231685e+00,9.564692581519329551e+00,7.289633509939413614e+00
-4.310747749453184063e+00,-6.921475737871592315e+00,3.607435943817206336e+00
8.191412959703994190e+00,9.814888563075692574e+00,4.145499936367786020e+00
7.353978225608844177e+00,7.397078776417827406e+00,3.145683975549364852e+00
-6.304133961247586626e-01,-7.986058982217456581e+00,1.424290452106036398e+01
-2.872150555391885796e+00,6.122636345870118291e+00,1.231861350784079612e+01
-4.053045921109701411e+00,4.028773504463566191e+00,1.105521784702881938e+01
8.642788356634987679e+00,8.551489327799453477e+00,3.471672774310459175e+00
-1.583467180207311031e+00,7.377697400700818697e+00,8.876532338651664134e+00
-1.282188597181604051e+00,7.212471181590946578e+00,9.524751723088535016e+00
7.919895479319412956e+00,8.464451558173175627e+00,4.213933496948135016e+00
8.673881642445214979e+00,6.511950875059570265e+00,4.586596140703513846e+00
1.695589149384037597e+00,8.264766386715093560e+00,1.129707017223471510e+01
8.837788821630494951e+00,9.625497094413848487e+00,3.925826473973300423e+00
-5.697512367918234233e+00,9.515234993740975256e+00,9.643245441063161394e+00
-5.306801243406763291e+00,-2.351576736871051843e+00,7.859166160066404672e+00
9.058739932543570461e+00,8.063456616504268482e+00,5.654445483426337127e+00
-3.604964739083570180e+00,-1.103920231463786727e+01,6.390961929555211363e+00
1.016573616388820689e+01,7.622520660759662725e+00,6.202993651254391949e+00
-4.803312054027984779e+00,-7.627634769279622695e+00,4.621709143395845487e+00
-3.583479003495350756e+00,-1.805562364985480173e+01,1.133592882897318255e+01
7.747612608535106915e+00,8.227264285419339629e+00,3.065128180709087324e+00
-1.759949582710113702e+00,-4.759740370639226725e+00,5.829490400708944975e+00
1.056369987812009015e+01,8.982191421503610940e+00,5.399292759760890625e+00
8.843871500925043705e+00,8.037071718638481244e+00,5.740368620747185346e+00
7.827964637581207086e+00,6.825105875793971322e+00,4.467536276071791157e+00
8.393856095661663019e+00,7.976650478801106559e+00,5.769949128705080810e+00
-5.929884618526131135e-01,4.095793289719207309e-02,7.074631777890371787e+00
-3.185625227021422923e+00,1.036991088372733572e+01,7.395410086510931791e+00
-7.379616465489931443e+00,-9.439748312029713873e+00,8.111992447512117010e+00
8.115386434011293559e+00,8.171685518396328618e+00,6.432180388770402324e+00
1.000032248726862250e+01,8.082830952590239093e+00,5.043310181726424091e+00
-3.847322514005066196e+00,1.404692737566967153e+01,7.607315386754537556e+00
4.243926086677546117e+00,1.105469015431803292e+01,8.934190199138310362e+00
7.932568172180884503e+00,8.496609923957631594e+00,4.807582899153606704e+00
-4.152714252104512838e+00,-1.222998071283894106e+01,1.112897764643222231e+01
-2.643844290428999599e+00,7.770756719021335357e+00,9.807385494082469179e+00
-2.573118932341060372e+00,8.365645806503756887e+00,1.040093093839308835e+01
9.236492682873894466e+00,6.546988409105312989e+00,4.895789079302067748e+00
2.882653120814676839e+00,4.682734747368121120e+00,1.168627879403573289e+01
-6.025058802372264211e+00,7.708715668400587973e+00,1.000635958627818312e+01
-4.158121096249789872e+00,-2.381163289627092006e+00,-2.657955649896985406e+00
9.251435009772768225e-02,7.824913190538780761e+00,6.873466558697627349e+00
-9.551005701690659322e+00,-1.127301149452168261e+01,1.444546724014120542e+01
-7.200588923696216170e+00,-6.755255888320345292e+00,4.705779183820260059e+00
9.962860058024229915e-01,-4.621984304599491722e+00,9.213966834856881505e+00
-1.152978261223943512e+01,-9.754405720977329608e+00,1.077847573675289361e+01
8.357563347908460116e+00,8.170906641320632602e+00,4.535155150992152606e+00
8.224987384156509762e+00,8.871921726999131508e+00,5.877655796538180155e+00
-2.123130105711012572e+00,-1.071997629593413492e+01,1.826754429921279232e+00
-2.590742530237694297e+00,-2.666828548414839517e+00,4.442542683820866145e+00
