MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Family,Genus,name,RecordID
1,0.666108754271193,0.731362010250012,0.425793611387935,-0.0923903533560614,0.0753933653354942,-0.0494833973257411,0.170614714842396,0.168954621377821,-0.314493168745296,0.0619854239467194,0.516799990257242,-0.133507530774317,-0.176176752468337,0.331092083947996,0.12857630021297,-0.0992389242138077,0.0386145965840293,0.0214557656923758,-0.00986113692290599,-0.0117793910208448,-0.179735670710639,Hylidae,Hypsiboas,HypsiboasCinerascens,36
1,0.0760281160308934,0.144443042939295,0.576311051440182,0.29390383880401,0.0922434101031376,-0.182238996214759,-0.0942232472071347,0.194344811989589,0.0462358570164354,-0.166049600331633,0.245487673567843,0.269489272912798,-0.241274927740399,-0.171701734508546,0.290623995847323,0.241672194740575,-0.10567666108919,-0.186795953907457,-0.0945262400639609,0.157150935997087,0.160444712738068,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,24
1,0.741352655534938,0.699044230343737,0.373693368543064,-0.0259796735805141,0.0930768239776094,-0.0281500078164973,0.163415651291332,0.181305522630704,-0.222794036190088,-0.0650675375330755,0.333053821268184,-0.113786884104537,-0.216811134295506,0.219330115203743,0.0920761821844276,-0.165208098247927,-0.0467622097447633,-0.0535053024932768,0.00381257743781609,0.0229461938607687,-0.183302045259707,Hylidae,Hypsiboas,HypsiboasCinerascens,36
1,0.232100358551189,0.0854468272607867,0.434996349009237,0.207488664224261,-0.0783810711908505,-0.237002516877266,0.0366294314878103,0.261986237401543,0.0605434722693639,-0.190149794295122,0.135218617974448,0.31469885129185,-0.0399083723905614,-0.249312968266369,0.0110207696147176,0.144156213444995,-0.00806784087633344,-0.150531133995647,-0.130338452576088,0.0807938500070539,0.185178255040403,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,18
1,0.386020009331178,0.359853410229159,0.653932102085359,0.17940110936723,0.0186731216476987,-0.0618333824031404,0.0379347057454979,0.290579475934704,0.04651424316434,-0.306345089474957,0.0453904428295527,0.327609000731737,-0.0679646934640363,-0.262757309729174,0.129346660832679,0.198804010017465,0.00407940871693458,-0.0942993390329891,-0.120059623934568,0.0347179463260023,0.147982860261392,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,19
1,0.00830636714622116,0.718455167670577,0.549726036450596,0.0384986273767354,0.0150415237474455,-0.0411196962700527,0.182459500013359,0.200812549208669,-0.139808439597553,-0.0761662435941295,0.131667454397607,0.0347935597527223,-0.0166934518295493,-0.000781768895494066,0.0162365500176148,0.046491242284748,0.0232595260965343,-0.0135446540574013,-0.0101427595242933,-0.0258304926317175,0.0227037039245658,Hylidae,Scinax,ScinaxRuber,56
1,0.368647407225044,0.613327173167796,0.313924190790493,-0.140886394964261,0.106023004239987,0.23230224365861,-0.0327398226155612,-0.0607033967831674,0.125766319742835,0.0396278188594921,-0.0433891693966472,0.0118820805363226,0.0170107691251115,0.041826895285279,-0.00342767607255265,-0.0377963255328534,0.0367875188092756,-0.00341408541400323,-0.0295455994509602,0.0388341164584587,0.0295476647034304,Hylidae,Osteocephalus,OsteocephalusOophagus,50
1,0.0216756390813221,-0.0620752914531054,0.318229461055719,0.380439101953914,0.179042904800709,-0.0416665676598535,-0.252299868762378,-0.167117027668498,0.220027216778489,0.260325776550994,-0.100379096858466,-0.236427973214632,0.0270699959993242,0.216923037728799,0.0648531996210152,-0.0466202523470996,-0.0551461184754089,-0.085971746729402,-0.00912682052745849,0.0656303577934855,0.0440404903196165,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.56926504022799,0.275691617635901,0.516723532299655,0.168719396763625,0.0338910490828871,-0.0567406078387607,0.0550417925137214,0.238082814953594,0.0794084626027428,-0.122208831984467,0.131198419143506,0.335373149320586,-0.0863746720690476,-0.221199010536161,0.0609517857472666,0.166385121342587,0.00346138637759941,-0.0958879505145377,-0.142754750185555,0.00391159771356511,0.190530405216089,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1,0.21660083427444,0.229545471186636,0.678111682203222,0.216562084028935,-0.0350239233720481,-0.122514679611411,0.148130468138055,0.307616991134031,-0.0498910000815278,-0.346089138328591,0.189720568549106,0.43357546419136,-0.184909172478837,-0.298328909545834,0.144997902117024,0.239658930842326,-0.0439814331594133,-0.137664635853604,-0.0964228590643788,0.0838964181834205,0.208166635444617,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,20
1,0.19748093743179,0.384770032298169,0.273168620962857,0.118892845354765,0.14692789932603,0.0694918540166877,-0.0530665018435351,-0.00911192552079767,0.0574251734561092,0.0716489604347113,0.0322478568392473,0.0441903780440032,0.00906780683605744,-0.0569410500956112,0.0184065805349214,0.075885210758318,0.0119099134284788,-0.0052962494785463,0.00791530524813104,-0.0190310788247924,0.00923388562081152,Hylidae,Hypsiboas,HypsiboasCordobae,40
1,0.122663596592097,0.139989859157052,0.519671674554584,0.175316168869906,0.00319396922817985,-0.192422846914318,-0.00341190280822903,0.294114581515106,0.143333925603347,-0.168832045225288,0.127711002304548,0.345473158745244,-0.134690019994331,-0.314649836077659,0.0698345334121793,0.242793163077521,0.043533255506962,-0.167967722864469,-0.19484213581294,0.0333524158841157,0.227229188177048,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,15
1,0.0010769332320841,0.668980361869871,0.519029531009738,-0.0146910807549233,-0.0417028737019017,-0.048781462422619,0.157167411096108,0.180190907988373,-0.140546689905776,-0.0619593640753779,0.121034440973729,0.03288594957218,-0.00445268424556097,0.00324639997851175,0.00658728259527096,0.0409427360593428,0.0162630799001994,-0.0366494636453546,0.0219098025660443,0.0220177732174682,0.036338320093412,Hylidae,Scinax,ScinaxRuber,56
1,0.306416908579886,0.0913913963391806,0.566277306848766,0.234966464344252,0.0602210588781313,-0.0438012989397619,0.117246230756489,0.115604777963111,-0.128372402667906,-0.232185878063569,0.280865884499821,0.399305738659932,-0.107668790800115,-0.285638296711692,0.0453304228062858,0.134260272596324,0.0123795270247308,0.0149132620390056,-0.0643123579147916,0.0472487526420554,0.158816576919831,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,18
1,0.387776940241696,0.182444237433286,0.555179318064614,0.262556302858166,0.0816290934856969,-0.109989367696607,0.0682505795929441,0.292145836716179,-0.0137498142049867,-0.289458783955425,0.128485721872301,0.343213413866641,-0.166388563821125,-0.285771271899113,0.104596299781521,0.237210776317444,0.0688079146504667,-0.0735314309590623,-0.137883051872926,0.0555815798753414,0.216614956269513,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
1,0.101777454768375,0.0625778412083782,0.546570687765028,0.204178425135586,-0.10832792550791,-0.169630911623909,0.0865134343213335,0.280661108759045,0.0481932791076354,-0.186125335396779,0.122781194011517,0.220578384535164,-0.123566814885482,-0.188001889137332,0.0463016385971736,0.0326726174638222,-0.0959672265781945,-0.0826617007309932,-0.0106730676296217,0.126106874915739,0.121808510201331,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,18
1,0.13762335519107,-0.0858076434011387,0.322445978767406,0.344694890651165,0.285642404360222,0.0565168906521517,-0.314417647718368,-0.252323774497942,0.288896831662988,0.386241881492887,-0.144620765732191,-0.333589027086595,0.0416083262221728,0.236627494153195,0.0714331739742091,-0.0586939024401751,-0.0729132762862443,-0.0642632588081128,0.0224553984653203,0.130752397702022,0.074132182205697,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.263943556947417,0.090357801338188,0.368887824527933,0.356645110845365,0.252806309231678,0.0639214698452916,-0.15500736810165,-0.13774349471881,0.200261723440093,0.261345118176963,-0.0993773762666474,-0.253765908477547,-0.0124276039837928,0.0941660248857209,-0.013232467673039,-0.0741681782522874,-0.0839954798586572,-0.104412519539185,-0.0714307449017112,0.0288424761740901,0.0191799956793163,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.588447432925476,0.929753443913508,0.393123562609514,1,0.571067173135846,0.0803451516700219,-0.121579252127082,0.142776966533745,0.308601181726705,-0.0540667003633312,-0.418190793345476,-0.102572242990273,0.390455742213796,-0.125741158598639,-0.455524034850399,-0.0653386888838323,0.323771045732992,0.18768500365898,-0.0206965639797386,-0.155868949370052,0.137658320158699,0.261550790534487,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,22
1,0.454544237580192,0.903986361643703,0.145587003310897,0.00754395172916565,0.200061562400572,0.120680163872798,0.0338465875059017,-0.0550164752131108,0.148949313706236,0.0708612914986887,0.00858218848294836,0.0537610081306723,0.0506223779882074,0.0319678082993214,0.000398745039894879,-0.00385682327042786,0.00972911612229679,-0.0301999306020623,0.00484429646828759,-0.0117014189831998,-0.0202952234753046,Hylidae,Osteocephalus,OsteocephalusOophagus,49
1,0.681581705372067,0.711360053118029,0.355638393040103,-0.0663114361653411,0.0494176319550859,-0.0092449592114633,0.154544391736086,0.150551352669038,-0.277856157186931,0.0117082153063277,0.431056151145783,-0.0754093083537805,-0.264220426000747,0.202486816275259,0.116796632494485,-0.112431454112138,0.00969634296824842,0.0224609977255055,0.0830726076153528,0.0675351551774676,-0.149045899655011,Hylidae,Hypsiboas,HypsiboasCinerascens,36
1,0.196429267770106,0.00902114440949118,0.317771780660578,0.29348355837672,0.185684200230794,0.0440629787011418,-0.169936161754268,-0.121460507355486,0.237436949686832,0.275900268335141,-0.109105891363088,-0.277137893520016,0.00726499348251224,0.163425613646143,0.0470603638232049,-0.0454090035777725,-0.0671182595064922,-0.0476252239295148,-0.00587520273521012,0.0531065829775347,0.0306693110253518,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.230998849299067,0.135656551098338,0.431966201126307,0.403422848257866,0.276570798021742,0.0604641461353203,-0.192200351256469,-0.187347723712752,0.180486324544196,0.249140411396102,-0.160639417823348,-0.380072969914954,-0.0924368037298648,0.111832961190917,-0.0479928269931263,-0.163367221811287,-0.170738609412441,-0.169507736037466,-0.112445935944541,0.0650722722133334,0.0502538550106927,Leptodactylidae,Adenomera,AdenomeraAndre,1
1,0.343949652450586,0.312410680807971,0.544684945420673,0.185835053296829,-0.0239670966200102,-0.146443749769702,0.122291801086727,0.339831116522658,0.0189373422677131,-0.342922782760848,0.0660709245010366,0.343797900064582,-0.0623591153776131,-0.186409166882745,0.0680261374708433,0.158022026947904,0.0476516165495483,-0.063309887410217,-0.134489834197746,0.113727598081375,0.219004734676814,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,23
1,0.0582351268784295,-0.0161082706640259,0.393562858535355,0.159534447045611,0.0539242072086728,-0.0731723812267194,0.0806170768825225,0.275618414101127,0.110776515503039,-0.300287595735828,-0.0757495862373035,0.301902733015396,0.000458290854066931,-0.28944921138779,-0.0117304953889511,0.257312157739058,0.109893620305028,-0.0958119147895051,-0.199849918785317,-0.0167355766463143,0.222735065711236,Leptodactylidae,Adenomera,AdenomeraHylaedactylus,21
