dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	techcrunch.com	b	http://techcrunch.com/ http://techcrunch.com/2014/03/10/ebay-asks-shareholders-to-vote-against-paypal-split-while-icahn-claims-ceo-incompetence-cost-4b/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	techcrunch.com	b	http://techcrunch.com/ecommerce/ http://techcrunch.com/2014/03/10/ebay-asks-shareholders-to-vote-against-paypal-split-while-icahn-claims-ceo-incompetence-cost-4b/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/2014/ http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/news http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/News-Listing.aspx?Sector=Investing http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/2014/3/ http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.cityam.com	b	http://www.cityam.com/News http://www.cityam.com/blog/1394460724/carl-icahn-slams-ebay-ceo 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.foxbusiness.com	b	http://www.foxbusiness.com/industries/ http://www.foxbusiness.com/industries/2014/03/10/ebay-asks-shareholders-to-vote-against-icahn-board-nominees/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.marketwatch.com	b	http://www.marketwatch.com/search?m=Section&rpp=15&mp=Markets&bd=false&rs=true http://www.marketwatch.com/story/ebay-and-icahn-keep-trading-punches-2014-03-10 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/category/apple-2-0/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	blog.seattlepi.com	b	http://blog.seattlepi.com/techchron/2014/03/ http://blog.seattlepi.com/techchron/2014/03/10/ebay-icahn-talk-smack/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/News-Listing.aspx?Sector=Best-of-BNN http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/tag/john-donahoe/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	techcrunch.com	b	http://techcrunch.com/2014/ http://techcrunch.com/2014/03/10/ebay-asks-shareholders-to-vote-against-paypal-split-while-icahn-claims-ceo-incompetence-cost-4b/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	techcrunch.com	b	http://techcrunch.com/author/ingrid-lunden/ http://techcrunch.com/2014/03/10/ebay-asks-shareholders-to-vote-against-paypal-split-while-icahn-claims-ceo-incompetence-cost-4b/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.foxbusiness.com	b	http://www.foxbusiness.com/index.html http://www.foxbusiness.com/industries/2014/03/10/ebay-asks-shareholders-to-vote-against-icahn-board-nominees/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/Contact-Us.aspx http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/ http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	blog.seattlepi.com	b	http://blog.seattlepi.com/techchron http://blog.seattlepi.com/techchron/2014/03/10/ebay-icahn-talk-smack/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.foxbusiness.com	b	http://www.foxbusiness.com/industries/index.html http://www.foxbusiness.com/industries/2014/03/10/ebay-asks-shareholders-to-vote-against-icahn-board-nominees/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/News-Listing-Tags.aspx?tag=ebay http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	blog.seattlepi.com	b	http://blog.seattlepi.com/techchron/2014/ http://blog.seattlepi.com/techchron/2014/03/10/ebay-icahn-talk-smack/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/2014/03/10/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/2014/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/author/mlevram/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/News-Listing.aspx?Sector=Telecom http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.cityam.com	b	http://www.cityam.com/blog/ http://www.cityam.com/blog/1394460724/carl-icahn-slams-ebay-ceo 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.cnbc.com	b	http://www.cnbc.com/id/ http://www.cnbc.com/id/101464754 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	tech.fortune.cnn.com	b	http://tech.fortune.cnn.com/2014/03/ http://tech.fortune.cnn.com/2014/03/10/ebay-john-donahoe-icahn/ 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/News/News-Listing.aspx?Sector=International http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
dxyGGb4iN9Cs9aMZTKQpJeoiQfruM	www.bnn.ca	b	http://www.bnn.ca/Schedule.aspx http://www.bnn.ca/News/2014/3/10/EBay-asks-shareholders-to-vote-against-Icahn-board-nominees.aspx 
